-51.21446991,-50.03435898,-48.90156937,-47.81956863,-46.79223633,-45.82403183,-44.92019653,-44.08712387,-43.33280945,-42.66762543,-42.10558701,-41.66653824,-41.38050461,-41.29736328,-41.51360703,-42.28197479,-inf,
-49.65653610,-48.44263840,-47.27606964,-46.16040421,-45.09959030,-44.09811401,-43.16121674,-42.29523849,-41.50807953,-40.80998230,-40.21474838,-39.74193573,-39.42114258,-39.30158997,-39.47861481,-40.20252991,-inf,
-48.12447357,-46.87503815,-45.67285919,-44.52165604,-43.42548370,-42.38888550,-41.41712570,-40.51649475,-39.69482422,-38.96219635,-38.33221436,-37.82411957,-37.46706772,-37.30956268,-37.44569397,-38.12309265,-inf,
-46.62107468,-45.33424377,-44.09445953,-42.90565109,-41.77202606,-40.69823456,-39.68957520,-38.75233078,-37.89425278,-37.12528992,-36.45881653,-35.91375351,-35.51877594,-35.32162857,-35.41504288,-36.04364777,-inf,
-45.14956284,-43.82338715,-42.54385376,-41.31515503,-40.14173126,-39.02838898,-37.98052216,-37.00442886,-36.10780334,-35.30045319,-34.59553528,-34.01162338,-33.57686996,-33.33820724,-33.38689423,-33.96420670,-inf,
-43.71356201,-42.34609222,-41.02453613,-39.75345230,-38.53759766,-37.38203430,-36.29231644,-35.27481461,-34.33718872,-33.48912048,-32.74352646,-32.11863708,-31.64204216,-31.35978317,-31.36151695,-31.88476562,-inf,
-42.31716537,-40.90652466,-39.54062271,-38.22446060,-36.96325302,-35.76242828,-34.62782288,-33.56594086,-32.58446503,-31.69298172,-30.90416908,-30.23587227,-29.71510124,-29.38692474,-29.33923531,-29.80532455,-inf,
-40.96477890,-39.50940704,-38.09691238,-36.73287964,-35.42309952,-34.17357254,-32.99055099,-31.88082695,-30.85217476,-29.91412163,-29.07913017,-28.36464119,-27.79702187,-27.42029953,-27.32041931,-27.72588348,-inf,
-39.66109085,-38.15986252,-36.69897842,-35.28430557,-33.92254257,-32.62042236,-31.38490677,-30.22324562,-29.14347076,-28.15511894,-27.27045822,-26.50652122,-25.88897896,-25.46071053,-25.30551720,-25.64644241,-inf,
-38.41100311,-36.86328506,-35.35281372,-33.88544083,-32.46816254,-31.10922241,-29.81646919,-28.59800911,-27.46235847,-26.41921806,-25.48072052,-24.66347694,-23.99241066,-23.50914001,-23.29506874,-23.56700134,-inf,
-37.21969986,-35.62529755,-34.06467819,-32.54337311,-31.06823921,-29.64778137,-28.29246712,-27.01138306,-25.81405258,-24.71061516,-23.71319008,-22.83798409,-22.10911560,-21.56679153,-21.28973579,-21.48756027,-inf,
-36.09279633,-34.45186234,-32.84106445,-31.26540565,-29.73122597,-28.24666595,-26.82220840,-25.47173119,-24.20552635,-23.03487778,-21.97216225,-21.03324890,-20.24137688,-19.63517952,-19.29033852,-19.40811920,-inf,
-35.03662872,-33.34953690,-31.68890572,-30.05910873,-28.46572876,-26.91605949,-25.41981125,-23.99012375,-22.64641762,-21.39965248,-20.26345062,-19.25352859,-18.39217758,-17.71623993,-17.29790688,-17.32867813,-inf,
-34.05871582,-32.32590485,-30.61597824,-28.93264198,-27.28062820,-25.66614723,-24.09756088,-22.58648491,-21.14962959,-19.81591415,-18.59525108,-17.50468254,-16.56553078,-15.81252384,-15.31377602,-15.24923706,-inf,
-33.16843796,-31.39028168,-29.63159180,-27.89542580,-26.18567848,-24.50743294,-22.86752129,-21.27546120,-19.74512291,-18.29790497,-16.97976875,-15.79518604,-14.76704121,-13.92748260,-13.33969593,-13.16979599,-inf,
-32.37822342,-30.55486298,-28.74773788,-26.95930862,-25.19269180,-23.45191574,-21.74234772,-20.07139015,-18.44972038,-16.89370155,-15.43063736,-14.13807106,-13.00496101,-12.06598949,-11.37803650,-11.09035492,-inf,
-31.70546722,-29.83664703,-27.98100281,-26.14046669,-24.31745529,-22.51506615,-20.73737144,-18.98989868,-17.28046799,-15.62076378,-14.02962971,-12.54112339,-11.29230213,-10.23527527,-9.43212605,-9.01091385,-inf,
-31.17644691,-29.26124573,-27.35629272,-25.46304512,-23.58330917,-21.71937943,-19.87422562,-18.05181122,-16.25762367,-14.49961090,-12.79005051,-11.14969921,-9.61892319,-8.44684315,-7.50683641,-6.93147182,-inf,
-30.83484650,-28.87122536,-26.91495514,-24.96706390,-23.02882004,-21.10182190,-19.18810844,-17.29036140,-15.41221809,-13.55879688,-11.73769283,-9.96097183,-8.24981594,-6.64770365,-5.60971594,-4.85203028,-inf,
-30.76553345,-28.74927139,-26.73727226,-24.73015213,-22.72867203,-20.73378944,-18.74672127,-16.76906395,-14.80295086,-12.85134220,-10.91850471,-9.01091290,-7.13911104,-5.32203388,-3.59926724,-2.77258873,-inf,
-31.19161797,-29.11217690,-27.03273582,-24.95329475,-22.87385368,-20.79441261,-18.71497154,-16.63553047,-14.55608940,-12.47664833,-10.39720726,-8.31776619,-6.23832464,-4.15888309,-2.07944155,0.00000000,-inf,
-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,
